,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
39,East Riding of Yorkshire,Yorkshire and The Humber,E06000011,637,574,0.9010989010989011,637,615,0.9654631083202512,637,622,0.9764521193092621,637,602,0.945054945054945,637,614,0.9638932496075353,637,552,0.8665620094191523,July 2021 - September 2021,649,,0.8492426910884114,0.8672661870503597,0.8582544390693856,No
40,Kingston upon Hull,Yorkshire and The Humber,E06000010,627,550,0.8771929824561403,627,593,0.9457735247208932,627,602,0.960127591706539,627,593,0.9457735247208932,627,581,0.9266347687400319,627,528,0.8421052631578947,July 2021 - September 2021,720,,0.7929529154973496,0.8269918699186992,0.8099723927080245,No
41,Kirklees,Yorkshire and The Humber,E08000034,362,317,0.8756906077348067,362,346,0.9558011049723757,362,347,0.9585635359116023,362,334,0.9226519337016574,362,336,0.9281767955801105,362,303,0.8370165745856354,July 2021 - September 2021,1230,,0.3200815494393476,0.31231350706186595,0.31619752825060676,No
42,Leeds,Yorkshire and The Humber,E08000035,1698,1435,0.8451118963486455,1698,1514,0.8916372202591284,1698,1517,0.8934040047114252,1698,1488,0.8763250883392226,1698,1466,0.8633686690223793,1698,1386,0.8162544169611308,July 2021 - September 2021,2234,,0.7339519650655022,0.7250080879974118,0.7294800265314569,No
43,North East Lincolnshire,Yorkshire and The Humber,E06000012,352,297,0.84375,352,337,0.9573863636363636,352,339,0.9630681818181818,352,337,0.9573863636363636,352,335,0.9517045454545454,352,289,0.8210227272727273,July 2021 - September 2021,397,,0.8139255702280912,0.7962419260129184,0.8050837481205049,No
44,North Lincolnshire,Yorkshire and The Humber,E06000013,350,315,0.9,350,336,0.96,350,339,0.9685714285714285,350,327,0.9342857142857143,350,333,0.9514285714285714,350,303,0.8657142857142858,July 2021 - September 2021,396,,0.9136778115501519,0.8962432915921288,0.9049605515711403,No
45,North Yorkshire,Yorkshire and The Humber,E10000023,1060,967,0.9122641509433962,1060,1019,0.9613207547169811,1060,1019,0.9613207547169811,1060,1006,0.9490566037735849,1060,999,0.9424528301886792,1060,931,0.8783018867924528,July 2021 - September 2021,1220,,0.8728797408042691,0.9291945627916413,0.9010371517979552,No
46,Rotherham,Yorkshire and The Humber,E08000018,664,571,0.8599397590361446,664,579,0.8719879518072289,664,514,0.7740963855421686,664,607,0.9141566265060241,664,580,0.8734939759036144,664,641,0.9653614457831325,July 2021 - September 2021,963,,0.9652728561304039,0.8669637173774666,0.9161182867539353,No
47,Sheffield,Yorkshire and The Humber,E08000019,1296,1145,0.8834876543209876,1296,1241,0.9575617283950617,1296,1253,0.966820987654321,1296,1229,0.9483024691358025,1296,1220,0.941358024691358,1296,1096,0.845679012345679,July 2021 - September 2021,1441,,0.8672596073166638,0.8672596073166638,0.8672596073166638,No
48,Wakefield,Yorkshire and The Humber,E08000036,609,525,0.8620689655172413,609,576,0.9458128078817734,609,572,0.9392446633825944,609,559,0.9178981937602627,609,567,0.9310344827586207,609,495,0.812807881773399,July 2021 - September 2021,965,,0.6139511458071015,0.6061660865241174,0.6100586161656094,No
49,York,Yorkshire and The Humber,E06000014,293,270,0.9215017064846417,293,285,0.9726962457337884,293,285,0.9726962457337884,293,284,0.9692832764505119,293,284,0.9692832764505119,293,264,0.9010238907849829,July 2021 - September 2021,407,,0.7906836055656382,0.7765894236482471,0.7836365146069426,No
50,Derby,East Midlands,E06000015,626,561,0.8961661341853036,626,600,0.9584664536741214,626,626,1,626,590,0.9424920127795527,626,579,0.9249201277955271,626,531,0.8482428115015974,July 2021 - September 2021,748,,0.8875598086124402,0.8415424497731692,0.8645511291928047,No
51,Derbyshire,East Midlands,E10000007,1737,1530,0.8808290155440415,1737,1529,0.8802533103051238,1737,1528,0.8796776050662061,1737,1529,0.8802533103051238,1737,1527,0.8791018998272885,1737,1296,0.7461139896373057,July 2021 - September 2021,1872,,0.8930978700458344,0.8871183717193358,0.8901081208825852,No
52,Leicester,East Midlands,E06000016,823,695,0.8444714459295262,823,802,0.9744835965978129,823,755,0.9173754556500607,823,775,0.9416767922235723,823,749,0.9100850546780073,823,621,0.7545565006075334,July 2021 - September 2021,1176,,0.7920017873100983,0.7453742640874684,0.7686880256987834,No
53,Leicestershire,East Midlands,E10000018,1238,1104,0.8917609046849758,1238,1164,0.9402261712439418,1238,1151,0.9297253634894992,1238,1179,0.9523424878836834,1238,1142,0.9224555735056543,1238,961,0.7762520193861067,July 2021 - September 2021,1679,,0.7317003294656926,0.7064029871387083,0.7190516583022004,No
54,Lincolnshire,East Midlands,E10000019,245,167,0.6816326530612244,245,208,0.8489795918367347,245,211,0.8612244897959184,245,194,0.7918367346938775,245,190,0.7755102040816326,245,148,0.6040816326530613,July 2021 - September 2021,1682,,0.265974325688735,0.2564673157162726,0.26122082070250385,No
55,North Northamptonshire,East Midlands,E06000061,635,473,0.7448818897637796,635,546,0.8598425196850393,635,544,0.8566929133858268,635,528,0.831496062992126,635,517,0.8141732283464567,635,450,0.7086614173228346,July 2021 - September 2021,907,,0.6471023427866831,0.6836894215737364,0.6653958821802097,No
56,Nottingham,East Midlands,E06000018,650,538,0.8276923076923077,650,600,0.9230769230769231,650,528,0.8123076923076923,650,585,0.9,650,551,0.8476923076923077,650,423,0.6507692307692308,July 2021 - September 2021,851,,0.8,0.8024383485730119,0.801219174286506,No
57,Nottinghamshire,East Midlands,E10000024,1597,1387,0.8685034439574202,1597,1504,0.9417658108954289,1597,1564,0.9793362554790231,1597,1538,0.963055729492799,1597,1517,0.949906073888541,1597,1332,0.8340638697557922,July 2021 - September 2021,1936,,0.8381651376146789,0.8450912678835718,0.8416282027491253,No
58,Rutland,East Midlands,E06000017,60,58,0.9666666666666667,60,58,0.9666666666666667,60,60,1,60,DK,-,60,56,0.9333333333333333,60,51,0.85,July 2021 - September 2021,83,,0.8338907469342253,0.7259475218658892,0.7799191344000572,No
59,West Northamptonshire,East Midlands,E06000062,728,602,0.8269230769230769,728,671,0.9217032967032966,728,669,0.9189560439560439,728,653,0.896978021978022,728,653,0.896978021978022,728,585,0.8035714285714286,July 2021 - September 2021,1082,,0.6635454351989785,0.6851241485387827,0.6743347918688806,No
60,Birmingham,West Midlands,E08000025,2706,2335,0.8628972653362897,2706,2570,0.9497413155949741,2706,2573,0.950849963045085,2706,2545,0.9405025868440503,2706,2512,0.9283074648928308,2706,2251,0.8318551367331856,July 2021 - September 2021,3745,,0.7511355162361874,0.7061372761455611,0.7286363961908742,No
61,Coventry,West Midlands,E08000026,761,668,0.8777923784494087,761,727,0.9553219448094612,761,728,0.9566360052562418,761,698,0.9172141918528253,761,695,0.9132720105124835,761,642,0.8436268068331143,July 2021 - September 2021,1051,,0.8316237177883412,0.7533998186763372,0.7925117682323393,No
62,Dudley,West Midlands,E08000027,714,557,0.7801120448179272,714,638,0.8935574229691877,714,601,0.8417366946778712,714,586,0.8207282913165266,714,593,0.8305322128851541,714,451,0.6316526610644257,July 2021 - September 2021,922,,0.8734249713631157,0.7940640458214007,0.8337445085922581,No
63,Herefordshire,West Midlands,E06000019,370,352,0.9513513513513514,370,358,0.9675675675675676,370,364,0.9837837837837838,370,365,0.9864864864864865,370,368,0.9945945945945946,370,361,0.9756756756756757,July 2021 - September 2021,378,,0.9226118500604595,0.898175397292525,0.9103936236764922,No
64,Sandwell,West Midlands,E08000028,983,763,0.7761953204476093,983,881,0.896236012207528,983,862,0.8769074262461851,983,867,0.8819938962360122,983,813,0.82706002034588,983,634,0.6449643947100712,July 2021 - September 2021,1067,,0.94,0.9352698993595608,0.9376349496797804,No
65,Shropshire,West Midlands,E06000051,370,290,0.7837837837837838,370,307,0.8297297297297297,370,335,0.9054054054054054,370,316,0.8540540540540541,370,295,0.7972972972972973,370,210,0.5675675675675675,July 2021 - September 2021,691,,0.5424099017109574,0.509053638537752,0.5257317701243547,No
66,Solihull,West Midlands,E08000029,267,221,0.8277153558052435,267,250,0.9363295880149812,267,252,0.9438202247191011,267,245,0.9176029962546817,267,238,0.8913857677902621,267,213,0.797752808988764,July 2021 - September 2021,530,,0.6766884531590414,0.6665236051502146,0.671606029154628,No
67,Staffordshire,West Midlands,E10000028,1582,1338,0.8457648546144121,1582,1391,0.8792667509481669,1582,1471,0.9298356510745891,1582,1431,0.904551201011378,1582,1398,0.8836915297092288,1582,1256,0.7939317319848294,July 2021 - September 2021,1945,,0.7754487550665895,0.7862846406763739,0.7808666978714818,No
68,Stoke on Trent,West Midlands,E06000021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,July 2021 - September 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
69,Telford and Wrekin,West Midlands,E06000020,283,234,0.8268551236749117,283,259,0.9151943462897526,283,243,0.8586572438162544,283,252,0.8904593639575972,283,247,0.872791519434629,283,215,0.7597173144876325,July 2021 - September 2021,534,,0.5518060836501901,0.522972972972973,0.5373895283115815,No
70,Walsall,West Midlands,E08000030,398,389,0.9773869346733668,398,331,0.8316582914572864,398,358,0.8994974874371859,398,366,0.9195979899497487,398,354,0.8894472361809045,398,307,0.7713567839195979,July 2021 - September 2021,781,,0.48284313725490197,0.5623215984776403,0.5225823678662711,No
71,Warwickshire,West Midlands,E10000031,1197,1101,0.9197994987468672,1197,1142,0.9540517961570593,1197,1171,0.9782790309106099,1197,1136,0.9490392648287385,1197,1138,0.9507101086048454,1197,1047,0.87468671679198,July 2021 - September 2021,1540,,0.8007228519796287,0.7820924261874198,0.7914076390835243,No
72,Wolverhampton,West Midlands,E08000031,638,476,0.7460815047021944,638,598,0.9373040752351097,638,572,0.896551724137931,638,565,0.8855799373040752,638,555,0.8699059561128527,638,514,0.8056426332288401,July 2021 - September 2021,855,,0.8301242236024845,0.7955357142857142,0.8128299689440994,No
73,Worcestershire,West Midlands,E10000034,1005,921,0.9164179104477612,1005,963,0.9582089552238806,1005,984,0.9791044776119403,1005,953,0.9482587064676616,1005,955,0.9502487562189055,1005,866,0.8616915422885573,July 2021 - September 2021,1468,,0.7344463971880492,0.6819516971279374,0.7081990471579933,No
74,Bedford,East of England,E06000055,41,27,0.6585365853658537,41,34,0.8292682926829268,41,33,0.8048780487804879,41,33,0.8048780487804879,41,33,0.8048780487804879,41,20,0.4878048780487805,July 2021 - September 2021,506,,0.07417840375586854,0.07113912651958577,0.07265876513772715,No
75,Cambridgeshire,East of England,E10000003,839,766,0.9129916567342073,839,791,0.9427890345649583,839,813,0.9690107270560191,839,794,0.9463647199046484,839,786,0.9368295589988082,839,707,0.8426698450536353,July 2021 - September 2021,1711,,0.5120058565153733,0.49177330895795246,0.501889582736663,No
76,Central Bedfordshire,East of England,E06000056,65,36,0.5538461538461539,65,50,0.7692307692307693,65,51,0.7846153846153846,65,43,0.6615384615384615,65,43,0.6615384615384615,65,30,0.46153846153846156,July 2021 - September 2021,863,,0.07158899494665918,0.06935001359804188,0.07046950427235053,No
77,Essex,East of England,E10000012,3181,2870,0.9022320025149324,3181,2950,0.9273813266268469,3181,3094,0.9726501100282929,3181,3020,0.949386985224772,3181,2943,0.9251807607670544,3181,2698,0.8481609556743163,July 2021 - September 2021,3732,,0.7881995133819951,0.8404462316772603,0.8143228725296277,No
78,Hertfordshire,East of England,E10000015,2717,2523,0.9285977180714022,2717,2633,0.9690835480309165,2717,2662,0.979757085020243,2717,2610,0.9606183290393817,2717,2581,0.9499447920500552,2717,2412,0.8877438351122562,July 2021 - September 2021,3351,,0.757652875736203,0.754580346151061,0.7561166109436319,No
79,Luton,East of England,E06000032,631,561,0.8890649762282092,631,617,0.9778129952456418,631,622,0.9857369255150554,631,602,0.9540412044374009,631,605,0.9587955625990491,631,546,0.8652931854199684,July 2021 - September 2021,784,,0.8387096774193549,0.7998805256869773,0.8192951015531661,No
80,Milton Keynes,East of England,E06000042,707,616,0.8712871287128713,707,678,0.958981612446959,707,651,0.9207920792079208,707,685,0.9688826025459689,707,659,0.9321074964639321,707,568,0.8033946251768034,July 2021 - September 2021,804,,0.8209042865531415,0.8173048816135633,0.8191045840833524,No
81,Norfolk,East of England,E10000020,319,248,0.7774294670846394,319,286,0.896551724137931,319,294,0.9216300940438872,319,285,0.8934169278996865,319,275,0.8620689655172413,319,231,0.7241379310344828,July 2021 - September 2021,2001,,0.18153846153846154,0.17641430450903,0.17897638302374577,No
82,Peterborough,East of England,E06000031,251,207,0.8247011952191236,251,231,0.9203187250996016,251,233,0.9282868525896414,251,225,0.896414342629482,251,217,0.8645418326693227,251,185,0.7370517928286853,July 2021 - September 2021,734,,0.44138929088277856,0.40953340046995634,0.42546134567636745,No
83,Southend on Sea,East of England,E06000033,422,371,0.8791469194312796,422,406,0.9620853080568721,422,402,0.95260663507109,422,397,0.9407582938388626,422,389,0.9218009478672986,422,350,0.8293838862559242,July 2021 - September 2021,480,,1.0553299492385786,1.09536354056902,1.0753467449037992,No
84,Suffolk,East of England,E10000029,1286,1175,0.9136858475894246,1286,1263,0.9821150855365475,1286,1243,0.9665629860031104,1286,1249,0.9712286158631416,1286,1108,0.8615863141524106,1286,1024,0.7962674961119751,July 2021 - September 2021,1677,,0.7075920141246774,0.7230086039411602,0.7153003090329189,No
85,Thurrock,East of England,E06000034,487,440,0.9034907597535934,487,475,0.9753593429158111,487,477,0.9794661190965093,487,469,0.9630390143737166,487,460,0.944558521560575,487,420,0.8624229979466119,July 2021 - September 2021,593,,0.8394758394758395,0.8249496981891348,0.8322127688324872,No
86,Barking and Dagenham,London,E09000002,285,114,0.4,285,148,0.519298245614035,285,141,0.49473684210526314,285,133,0.4666666666666667,285,133,0.4666666666666667,285,106,0.3719298245614035,July 2021 - September 2021,815,,0.4998540997957397,0.5044169611307421,0.5021355304632409,No
87,Barnet,London,E09000003,586,545,0.9300341296928327,586,574,0.9795221843003413,586,576,0.9829351535836177,586,565,0.9641638225255973,586,560,0.9556313993174061,586,519,0.8856655290102389,July 2021 - September 2021,1071,,0.49761063785580717,0.5196354957691474,0.5086230668124773,No
88,Bexley,London,E09000004,525,456,0.8685714285714285,525,499,0.9504761904761905,525,496,0.9447619047619048,525,483,0.92,525,480,0.9142857142857143,525,426,0.8114285714285714,July 2021 - September 2021,630,,0.7854496463455709,0.8446215139442231,0.815035580144897,No
89,Brent,London,E09000005,400,367,0.9175,400,388,0.97,400,384,0.96,400,375,0.9375,400,373,0.9325,400,342,0.855,July 2021 - September 2021,937,,0.4712913053667682,0.47373380447585395,0.47251255492131106,No
90,Bromley,London,E09000006,705,623,0.8836879432624114,705,679,0.9631205673758865,705,675,0.9574468085106383,705,673,0.9546099290780142,705,667,0.9460992907801419,705,590,0.8368794326241135,July 2021 - September 2021,854,,0.6263363754889179,0.776843467011643,0.7015899212502804,No
91,Camden,London,E09000007,376,337,0.8962765957446809,376,362,0.9627659574468085,376,369,0.9813829787234043,376,361,0.9601063829787234,376,356,0.9468085106382979,376,328,0.8723404255319149,July 2021 - September 2021,504,,0.6406712734452122,0.6656410256410257,0.653156149543119,No
92,Croydon,London,E09000008,426,375,0.8802816901408451,426,411,0.9647887323943662,426,399,0.9366197183098591,426,389,0.9131455399061033,426,391,0.9178403755868545,426,336,0.7887323943661971,July 2021 - September 2021,1284,,0.276162215628091,0.2650968477022408,0.2706295316651659,No
93,Ealing,London,E09000009,801,707,0.8826466916354557,801,740,0.9238451935081149,801,746,0.9313358302122348,801,733,0.9151061173533084,801,720,0.898876404494382,801,668,0.8339575530586767,July 2021 - September 2021,1067,,0.730593607305936,0.717327953373683,0.7239607803398096,No
94,Enfield,London,E09000010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,July 2021 - September 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
95,Greenwich,London,E09000011,67,60,0.8955223880597015,67,65,0.9701492537313433,67,65,0.9701492537313433,67,60,0.8955223880597015,67,63,0.9402985074626866,67,56,0.835820895522388,July 2021 - September 2021,957,,0.1506849315068493,0.18339100346020762,0.16703796748352845,No
96,Hackney and City of London,London,E09000012,530,481,0.9075471698113208,530,516,0.9735849056603774,530,520,0.9811320754716981,530,507,0.9566037735849057,530,509,0.960377358490566,530,473,0.8924528301886793,July 2021 - September 2021,858,,Could Not Calculate Response Rate,0.575,0.575,No
97,Hammersmith and Fulham,London,E09000013,245,DK,-,245,DK,-,245,DK,-,245,DK,-,245,DK,-,245,DK,-,July 2021 - September 2021,442,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
98,Haringey,London,E09000014,537,454,0.845437616387337,537,520,0.9683426443202979,537,534,0.994413407821229,537,521,0.9702048417132216,537,510,0.9497206703910615,537,454,0.845437616387337,July 2021 - September 2021,706,,0.6921086675291074,0.7046427395456042,0.6983757035373558,No
99,Harrow,London,E09000015,567,490,0.8641975308641975,567,555,0.9788359788359788,567,559,0.9858906525573192,567,539,0.9506172839506173,567,543,0.9576719576719577,567,482,0.8500881834215167,July 2021 - September 2021,806,,0.7426955702167767,0.6920374707259953,0.7173665204713859,No
100,Havering,London,E09000016,603,30,0.04975124378109453,603,45,0.07462686567164178,603,44,0.07296849087893864,603,38,0.06301824212271974,603,35,0.05804311774461028,603,28,0.04643449419568822,July 2021 - September 2021,749,,0.8113440197287299,0.8297604035308953,0.8205522116298126,No
101,Hillingdon,London,E09000017,759,DK,-,759,DK,-,759,DK,-,759,DK,-,759,DK,-,759,DK,-,July 2021 - September 2021,1085,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
102,Hounslow,London,E09000018,516,369,0.7151162790697675,516,422,0.8178294573643411,516,366,0.7093023255813954,516,399,0.7732558139534884,516,386,0.748062015503876,516,304,0.5891472868217055,July 2021 - September 2021,1015,,0.5738916256157636,0.4874476987447699,0.5306696621802667,No
103,Islington,London,E09000019,393,322,0.8193384223918575,393,374,0.9516539440203562,393,387,0.9847328244274809,393,375,0.9541984732824428,393,361,0.9185750636132316,393,307,0.7811704834605598,July 2021 - September 2021,546,,0.6946766388033436,0.7216636197440585,0.708170129273701,No
104,Kensington and Chelsea,London,E09000020,150,DK,-,150,DK,-,150,DK,-,150,DK,-,150,DK,-,150,DK,-,July 2021 - September 2021,361,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
105,Kingston upon Thames,London,E09000021,253,231,0.9130434782608695,253,246,0.9723320158102767,253,243,0.9604743083003953,253,236,0.932806324110672,253,236,0.932806324110672,253,213,0.841897233201581,July 2021 - September 2021,490,,0.5366506153023007,0.49702675916749256,0.5168386872348967,No
106,Lambeth,London,E09000022,477,417,0.8742138364779874,477,458,0.960167714884696,477,460,0.9643605870020965,477,439,0.9203354297693921,477,439,0.9203354297693921,477,390,0.8176100628930818,July 2021 - September 2021,736,,0.598875351452671,0.654042988741044,0.6264591700968576,No
107,Lewisham,London,E09000023,1950,1690,0.8666666666666667,1950,1910,0.9794871794871794,1950,1912,0.9805128205128205,1950,1868,0.9579487179487179,1950,1868,0.9579487179487179,1950,1673,0.857948717948718,July 2021 - September 2021,2799,,1.7691539805340655,0.6638262009551457,1.2164900907446055,Yes
108,Merton,London,E09000024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,July 2021 - September 2021,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
109,Newham,London,E09000025,784,677,0.8635204081632653,784,768,0.9795918367346939,784,739,0.9426020408163265,784,765,0.9757653061224489,784,756,0.9642857142857143,784,643,0.8201530612244898,July 2021 - September 2021,1287,,0.6899447061232848,0.64293893129771,0.6664418187104975,No
110,Redbridge,London,E09000026,130,93,0.7153846153846154,130,109,0.8384615384615385,130,104,0.8,130,102,0.7846153846153846,130,98,0.7538461538461538,130,91,0.7,July 2021 - September 2021,1069,,0.11585653610193487,0.11194710442316462,0.11390182026254975,No
111,Richmond upon Thames,London,E09000027,353,338,0.9575070821529745,353,345,0.9773371104815864,353,349,0.9886685552407932,353,342,0.9688385269121813,353,337,0.9546742209631728,353,313,0.886685552407932,July 2021 - September 2021,505,,0.5517882025081282,0.5809290953545232,0.5663586489313257,No
112,Southwark,London,E09000028,467,404,0.8650963597430407,467,443,0.9486081370449678,467,451,0.9657387580299786,467,425,0.9100642398286938,467,425,0.9100642398286938,467,371,0.7944325481798715,July 2021 - September 2021,746,,0.6003526300323244,0.6384375,0.6193950650161621,No
113,Sutton,London,E09000029,370,321,0.8675675675675676,370,352,0.9513513513513514,370,353,0.9540540540540541,370,347,0.9378378378378378,370,343,0.927027027027027,370,302,0.8162162162162162,July 2021 - September 2021,603,,0.5928429423459245,0.6056051990251827,0.5992240706855536,No
114,Tower Hamlets,London,E09000030,657,579,0.8812785388127854,657,620,0.943683409436834,657,578,0.8797564687975646,657,613,0.9330289193302892,657,605,0.9208523592085236,657,615,0.9360730593607306,July 2021 - September 2021,843,,0.7283505154639175,0.8506923540036123,0.7895214347337649,No
115,Waltham Forest,London,E09000031,250,223,0.892,250,245,0.98,250,242,0.968,250,242,0.968,250,242,0.968,250,211,0.844,July 2021 - September 2021,960,,0.5384034248300176,0.5222276502198339,0.5303155375249258,No
116,Wandsworth,London,E09000032,457,437,0.9562363238512035,457,448,0.9803063457330415,457,445,0.973741794310722,457,435,0.9518599562363238,457,439,0.9606126914660832,457,402,0.8796498905908097,July 2021 - September 2021,878,,0.42964693665628245,0.4499728113104948,0.43980987398338867,No
117,Westminster,London,E09000033,199,DK,-,199,DK,-,199,DK,-,199,DK,-,199,DK,-,199,DK,-,July 2021 - September 2021,475,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
118,Bracknell Forest,South East,E06000036,280,259,0.925,280,278,0.9928571428571429,280,276,0.9857142857142858,280,277,0.9892857142857143,280,274,0.9785714285714285,280,257,0.9178571428571428,July 2021 - September 2021,327,,0.8060863411181882,0.8194244604316546,0.8127554007749214,No
119,Brighton and Hove,South East,E06000043,496,448,0.9032258064516129,496,470,0.9475806451612904,496,479,0.9657258064516129,496,469,0.9455645161290323,496,469,0.9455645161290323,496,426,0.8588709677419355,July 2021 - September 2021,595,,0.850624192854068,0.8415672913117547,0.8460957420829114,No
120,Buckinghamshire,South East,E06000060,1113,996,0.894878706199461,1113,1081,0.9712488769092543,1113,1091,0.9802336028751123,1113,1085,0.9748427672955975,1113,1079,0.9694519317160827,1113,973,0.8742138364779874,July 2021 - September 2021,1440,,0.7594291539245668,0.75,0.7547145769622834,No
121,East Sussex,South East,E10000011,1024,944,0.921875,1024,990,0.966796875,1024,1002,0.978515625,1024,970,0.947265625,1024,956,0.93359375,1024,888,0.8671875,July 2021 - September 2021,1233,,0.9103676166873192,0.8629600626468285,0.8866638396670738,No
122,Hampshire,South East,E10000014,2885,2591,0.8980935875216638,2885,2737,0.9487001733102253,2885,2758,0.9559792027729636,2885,2705,0.9376083188908145,2885,2541,0.8807625649913345,2885,2449,0.8488734835355286,July 2021 - September 2021,3455,,0.8776084915878403,0.8647456421202419,0.8711770668540411,No
123,Isle of Wight,South East,E06000046,265,243,0.9169811320754717,265,248,0.9358490566037736,265,260,0.9811320754716981,265,254,0.9584905660377359,265,251,0.9471698113207547,265,228,0.8603773584905661,July 2021 - September 2021,257,,0.8822412155745489,0.8570110701107011,0.8696261428426251,No
124,Kent,South East,E10000016,3216,2877,0.894589552238806,3216,3038,0.9446517412935324,3216,2810,0.8737562189054726,3216,3063,0.9524253731343284,3216,3021,0.9393656716417911,3216,2523,0.7845149253731343,July 2021 - September 2021,3967,,0.7839943342776204,0.8167732415150024,0.8003837878963114,No
125,Medway,South East,E06000035,636,546,0.8584905660377359,636,623,0.9795597484276729,636,626,0.9842767295597484,636,573,0.9009433962264151,636,572,0.89937106918239,636,506,0.7955974842767296,July 2021 - September 2021,858,,0.8310911808669657,0.8041654613827017,0.8176283211248336,No
126,Oxfordshire,South East,E10000025,912,826,0.9057017543859649,912,888,0.9736842105263158,912,897,0.9835526315789473,912,882,0.9671052631578947,912,877,0.9616228070175439,912,803,0.8804824561403509,July 2021 - September 2021,1860,,0.4700764566306354,0.46060449496254197,0.46534047579658866,No
127,Portsmouth,South East,E06000044,336,285,0.8482142857142857,336,320,0.9523809523809523,336,318,0.9464285714285714,336,304,0.9047619047619048,336,298,0.8869047619047619,336,264,0.7857142857142857,July 2021 - September 2021,575,,0.6289252543122512,0.6466575716234653,0.6377914129678582,No
128,Reading,South East,E06000038,308,277,0.8993506493506493,308,304,0.987012987012987,308,296,0.961038961038961,308,297,0.9642857142857143,308,292,0.948051948051948,308,268,0.8701298701298701,July 2021 - September 2021,526,,0.6297747306562194,0.6126727012863268,0.621223715971273,No
129,Slough,South East,E06000039,450,333,0.74,450,422,0.9377777777777778,450,416,0.9244444444444444,450,419,0.9311111111111111,450,419,0.9311111111111111,450,329,0.7311111111111112,July 2021 - September 2021,517,,0.7921908893709327,0.8572769953051643,0.8247339423380485,No
130,Southampton,South East,E06000045,351,304,0.8660968660968661,351,330,0.9401709401709402,351,335,0.9544159544159544,351,315,0.8974358974358975,351,307,0.8746438746438746,351,282,0.8034188034188035,July 2021 - September 2021,673,,0.625090645395214,0.6298867373036171,0.6274886913494155,No
131,Surrey,South East,E10000030,1315,1194,0.9079847908745247,1315,1194,0.9079847908745247,1315,1155,0.8783269961977186,1315,1241,0.9437262357414449,1315,1156,0.8790874524714829,1315,1122,0.8532319391634982,July 2021 - September 2021,4961,,0.543302131676237,0.4162598686192973,0.47978100014776714,No
132,West Berkshire,South East,E06000037,240,227,0.9458333333333333,240,226,0.9416666666666667,240,225,0.9375,240,214,0.8916666666666667,240,223,0.9291666666666667,240,184,0.7666666666666667,July 2021 - September 2021,380,,0.5916197623514696,0.5861214374225526,0.5888705998870112,No
133,West Sussex,South East,E10000032,1914,1604,0.8380355276907001,1914,1740,0.9090909090909091,1914,1750,0.9143155694879833,1914,1741,0.9096133751306165,1914,1717,0.8970741901776385,1914,1504,0.7857889237199582,July 2021 - September 2021,2184,,0.888427368178147,0.8661417322834646,0.8772845502308058,No
134,Windsor and Maidenhead,South East,E06000040,223,197,0.8834080717488789,223,212,0.9506726457399103,223,200,0.8968609865470852,223,208,0.9327354260089686,223,200,0.8968609865470852,223,176,0.7892376681614349,July 2021 - September 2021,365,,0.5548302872062664,0.5246913580246914,0.5397608226154789,No
135,Wokingham,South East,E06000041,393,379,0.9643765903307888,393,389,0.989821882951654,393,391,0.9949109414758269,393,390,0.9923664122137404,393,386,0.9821882951653944,393,373,0.9491094147582697,July 2021 - September 2021,472,,0.8371843095110156,0.7985648385443362,0.8178745740276759,No
136,Bath and North East Somerset,South West,E06000022,398,357,0.8969849246231156,398,380,0.9547738693467337,398,372,0.9346733668341709,398,375,0.9422110552763819,398,375,0.9422110552763819,398,327,0.821608040201005,July 2021 - September 2021,410,,0.9480069324090121,0.9409403669724771,0.9444736496907447,No
137,"Bournemouth, Christchurch and Poole",South West,E06000058,699,586,0.8383404864091559,699,644,0.9213161659513591,699,665,0.9513590844062947,699,692,0.9899856938483548,699,678,0.9699570815450643,699,625,0.894134477825465,July 2021 - September 2021,819,,0.726664809139036,0.755066589461494,0.7408656993002649,No
