,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
61,Coventry,West Midlands,E08000026,3324,2947,0.8865824308062575,3324,3218,0.9681107099879663,3324,3218,0.9681107099879663,3324,3133,0.9425391095066186,3324,3143,0.9455475330926595,3324,2830,0.8513838748495788,Annual,4412,61.100000,0.8316237177883412,0.7533998186763372,0.7925117682323393,No
62,Dudley,West Midlands,E08000027,3050,2368,0.7763934426229508,3050,2689,0.8816393442622951,3050,2624,0.860327868852459,3050,2540,0.8327868852459016,3050,2556,0.8380327868852459,3050,1899,0.6226229508196721,Annual,3841,61.900000,0.8734249713631157,0.7940640458214007,0.8337445085922581,No
63,Herefordshire,West Midlands,E06000019,1526,1378,0.9030144167758847,1526,1386,0.908256880733945,1526,1418,0.9292267365661862,1526,1386,0.908256880733945,1526,1372,0.8990825688073395,1526,1339,0.8774574049803407,Annual,1699,71.800000,0.9226118500604595,0.898175397292525,0.9103936236764922,No
64,Sandwell,West Midlands,E08000028,4089,3204,0.7835656639765224,4089,3691,0.9026656884323796,4089,3577,0.8747860112496944,4089,3611,0.8831010026901442,4089,3437,0.8405478112007826,4089,2712,0.6632428466617755,Annual,4372,59.100000,0.94,0.9352698993595608,0.9376349496797804,No
65,Shropshire,West Midlands,E06000051,1490,1129,0.7577181208053692,1490,1250,0.8389261744966443,1490,1295,0.8691275167785235,1490,1223,0.8208053691275168,1490,1195,0.802013422818792,1490,857,0.5751677852348993,Annual,2927,65.000000,0.5424099017109574,0.509053638537752,0.5257317701243547,No
66,Solihull,West Midlands,E08000029,1553,1380,0.8886027044430135,1553,1467,0.9446233097231166,1553,1499,0.9652285898261429,1553,1453,0.9356084996780425,1553,1437,0.9253058596265293,1553,1309,0.8428847392144238,Annual,2330,66.900000,0.6766884531590414,0.6665236051502146,0.671606029154628,No
67,Staffordshire,West Midlands,E10000028,6696,5765,0.8609617682198327,6696,6022,0.8993428912783752,6696,6319,0.9436977299880526,6696,6174,0.9220430107526881,6696,6026,0.8999402628434886,6696,5409,0.8077956989247311,Annual,8516,67.500000,0.7754487550665895,0.7862846406763739,0.7808666978714818,No
68,Stoke on Trent,West Midlands,E06000021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,-,61.300000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
69,Telford and Wrekin,West Midlands,E06000020,1161,859,0.739879414298019,1161,1036,0.892334194659776,1161,970,0.8354866494401378,1161,979,0.843238587424634,1161,962,0.8285960378983634,1161,769,0.6623600344530577,Annual,2220,64.500000,0.5518060836501901,0.522972972972973,0.5373895283115815,No
70,Walsall,West Midlands,E08000030,1773,1695,0.9560067681895094,1773,1569,0.8849407783417935,1773,1603,0.904117315284828,1773,1666,0.9396503102086858,1773,1593,0.8984771573604061,1773,1395,0.7868020304568528,Annual,3153,58.500000,0.48284313725490197,0.5623215984776403,0.5225823678662711,No
71,Warwickshire,West Midlands,E10000031,4874,4500,0.9232663110381617,4874,4669,0.9579400902749282,4874,4752,0.9749692244562987,4874,4633,0.9505539597866229,4874,4634,0.9507591300779648,4874,4303,0.8828477636438243,Annual,6232,66.000000,0.8007228519796287,0.7820924261874198,0.7914076390835243,No
72,Wolverhampton,West Midlands,E08000031,2673,1999,0.7478488589599701,2673,2482,0.9285447063224841,2673,2363,0.8840254395809951,2673,2349,0.8787878787878788,2673,2285,0.8548447437336326,2673,2021,0.7560793116348672,Annual,3360,61.900000,0.8301242236024845,0.7955357142857142,0.8128299689440994,No
73,Worcestershire,West Midlands,E10000034,4179,3838,0.9184015314668581,4179,4027,0.9636276621201244,4179,4076,0.9753529552524527,4179,3987,0.9540559942569993,4179,3979,0.9521416606843742,4179,3659,0.875568317779373,Annual,6128,65.000000,0.7344463971880492,0.6819516971279374,0.7081990471579933,No
74,Bedford,East of England,E06000055,158,90,0.569620253164557,158,125,0.7911392405063291,158,121,0.7658227848101266,158,107,0.6772151898734177,158,109,0.689873417721519,158,75,0.47468354430379744,Annual,2221,63.800000,0.07417840375586854,0.07113912651958577,0.07265876513772715,No
75,Cambridgeshire,East of England,E10000003,3497,3139,0.8976265370317414,3497,3313,0.9473834715470403,3497,3406,0.9739776951672863,3497,3289,0.9405204460966543,3497,3251,0.929653989133543,3497,2929,0.8375750643408636,Annual,7111,65.800000,0.5120058565153733,0.49177330895795246,0.501889582736663,No
76,Central Bedfordshire,East of England,E06000056,255,134,0.5254901960784314,255,186,0.7294117647058823,255,186,0.7294117647058823,255,170,0.6666666666666666,255,155,0.6078431372549019,255,111,0.43529411764705883,Annual,3677,65.500000,0.07158899494665918,0.06935001359804188,0.07046950427235053,No
77,Essex,East of England,E10000012,12958,11555,0.8917271183824664,12958,11943,0.9216700108041365,12958,12410,0.9577095230745486,12958,12225,0.9434326284920512,12958,11836,0.9134125636672326,12958,10787,0.8324587127643155,Annual,15418,66.800000,0.7881995133819951,0.8404462316772603,0.8143228725296277,No
78,Hertfordshire,East of England,E10000015,10420,9722,0.9330134357005758,10420,10096,0.9689059500959692,10420,10205,0.9793666026871402,10420,9990,0.9587332053742802,10420,9901,0.9501919385796546,10420,9301,0.8926103646833013,Annual,13809,64.700000,0.757652875736203,0.754580346151061,0.7561166109436319,No
79,Luton,East of England,E06000032,2678,2352,0.878267363704257,2678,2589,0.9667662434652726,2678,2616,0.9768483943241225,2678,2515,0.9391336818521284,2678,2495,0.9316654219566841,2678,2288,0.8543689320388349,Annual,3348,56.600000,0.8387096774193549,0.7998805256869773,0.8192951015531661,No
80,Milton Keynes,East of England,E06000042,2796,2406,0.8605150214592274,2796,2660,0.9513590844062947,2796,2573,0.9202432045779685,2796,2687,0.9610157367668097,2796,2588,0.9256080114449213,2796,2202,0.7875536480686696,Annual,3421,66.700000,0.8209042865531415,0.8173048816135633,0.8191045840833524,No
81,Norfolk,East of England,E10000020,1475,1161,0.7871186440677966,1475,1329,0.9010169491525424,1475,1363,0.9240677966101695,1475,1302,0.8827118644067796,1475,1265,0.8576271186440678,1475,1067,0.7233898305084746,Annual,8361,64.400000,0.18153846153846154,0.17641430450903,0.17897638302374577,No
82,Peterborough,East of England,E06000031,1220,987,0.809016393442623,1220,1134,0.9295081967213115,1220,1132,0.9278688524590164,1220,1086,0.8901639344262295,1220,1049,0.8598360655737705,1220,869,0.7122950819672131,Annual,2979,60.700000,0.44138929088277856,0.40953340046995634,0.42546134567636745,No
83,Southend on Sea,East of England,E06000033,2079,1856,0.8927368927368927,2079,2002,0.9629629629629629,2079,1999,0.9615199615199616,2079,1945,0.9355459355459356,2079,1949,0.9374699374699375,2079,1764,0.8484848484848485,Annual,1898,65.900000,1.0553299492385786,1.09536354056902,1.0753467449037992,No
84,Suffolk,East of England,E10000029,5210,4789,0.919193857965451,5210,5109,0.9806142034548945,5210,4962,0.9523992322456813,5210,5043,0.9679462571976968,5210,4598,0.8825335892514395,5210,4252,0.8161228406909788,Annual,7206,62.300000,0.7075920141246774,0.7230086039411602,0.7153003090329189,No
85,Thurrock,East of England,E06000034,2050,1821,0.8882926829268293,2050,1999,0.9751219512195122,2050,1985,0.9682926829268292,2050,1977,0.964390243902439,2050,1945,0.948780487804878,2050,1737,0.8473170731707317,Annual,2485,68.100000,0.8394758394758395,0.8249496981891348,0.8322127688324872,No
86,Barking and Dagenham,London,E09000002,1713,1001,0.5843549328663165,1713,1078,0.6293053123175715,1713,1154,0.673671920607122,1713,1134,0.6619964973730298,1713,1109,0.6474022183304144,1713,959,0.5598365440747227,Annual,3396,62.500000,0.4998540997957397,0.5044169611307421,0.5021355304632409,No
87,Barnet,London,E09000003,2395,1808,0.7549060542797494,2395,2034,0.8492693110647181,2395,2048,0.8551148225469729,2395,1994,0.8325678496868476,2395,1965,0.8204592901878914,2395,1711,0.7144050104384133,Annual,4609,64.900000,0.49761063785580717,0.5196354957691474,0.5086230668124773,No
88,Bexley,London,E09000004,2332,2051,0.8795025728987993,2332,2238,0.9596912521440824,2332,2224,0.9536878216123499,2332,2161,0.926672384219554,2332,2148,0.9210977701543739,2332,1931,0.8280445969125214,Annual,2761,69.200000,0.7854496463455709,0.8446215139442231,0.815035580144897,No
89,Brent,London,E09000005,2011,1682,0.836399801093983,2011,1876,0.9328692192938837,2011,1811,0.9005469915464943,2011,1813,0.9015415216310293,2011,1792,0.8910989557434112,2011,1597,0.7941322725012432,Annual,4245,65.700000,0.4712913053667682,0.47373380447585395,0.47251255492131106,No
90,Bromley,London,E09000006,2402,2135,0.888842631140716,2402,2307,0.9604496253122398,2402,2293,0.9546211490424646,2402,2281,0.9496253122398002,2402,2262,0.9417152373022482,2402,1990,0.8284762697751873,Annual,3092,71.900000,0.6263363754889179,0.776843467011643,0.7015899212502804,No
91,Camden,London,E09000007,1298,1149,0.8852080123266564,1298,1261,0.9714946070878274,1298,1280,0.9861325115562404,1298,1239,0.9545454545454546,1298,1227,0.9453004622496148,1298,1103,0.849768875192604,Annual,1950,65.300000,0.6406712734452122,0.6656410256410257,0.653156149543119,No
92,Croydon,London,E09000008,1396,1181,0.8459885386819485,1396,1329,0.9520057306590258,1396,1304,0.9340974212034384,1396,1275,0.913323782234957,1396,1249,0.8946991404011462,1396,1073,0.7686246418338109,Annual,5266,67.400000,0.276162215628091,0.2650968477022408,0.2706295316651659,No
93,Ealing,London,E09000009,3200,2298,0.718125,3200,2879,0.8996875,3200,2894,0.904375,3200,2829,0.8840625,3200,2783,0.8696875,3200,2176,0.68,Annual,4461,68.000000,0.730593607305936,0.717327953373683,0.7239607803398096,No
94,Enfield,London,E09000010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,-,65.400000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
95,Greenwich,London,E09000011,583,531,0.9108061749571184,583,567,0.9725557461406518,583,569,0.9759862778730704,583,554,0.9502572898799314,583,552,0.9468267581475128,583,543,0.9313893653516295,Annual,3179,68.600000,0.1506849315068493,0.18339100346020762,0.16703796748352845,No
96,Hackney and City of London,London,E09000012,2047,1900,0.9281875915974597,2047,1999,0.9765510503175379,2047,2009,0.9814362481680508,2047,1976,0.9653150952613581,2047,1955,0.9550561797752809,2047,1841,0.8993649242794333,Annual,3560,,Could Not Calculate Response Rate,0.575,0.575,No
97,Hammersmith and Fulham,London,E09000013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,1831,66.600000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
98,Haringey,London,E09000014,2140,1819,0.85,2140,2074,0.9691588785046729,2140,2129,0.9948598130841122,2140,2088,0.9757009345794393,2140,2060,0.9626168224299065,2140,1818,0.8495327102803738,Annual,3037,70.600000,0.6921086675291074,0.7046427395456042,0.6983757035373558,No
99,Harrow,London,E09000015,2364,2134,0.9027072758037225,2364,2206,0.9331641285956007,2364,2337,0.9885786802030457,2364,2259,0.9555837563451777,2364,2252,0.9526226734348562,2364,1955,0.8269881556683587,Annual,3416,70.400000,0.7426955702167767,0.6920374707259953,0.7173665204713859,No
100,Havering,London,E09000016,2632,887,0.33700607902735563,2632,995,0.3780395136778115,2632,989,0.3757598784194529,2632,944,0.3586626139817629,2632,942,0.35790273556231,2632,844,0.32066869300911854,Annual,3172,64.500000,0.8113440197287299,0.8297604035308953,0.8205522116298126,No
101,Hillingdon,London,E09000017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,4173,63.900000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
102,Hounslow,London,E09000018,2097,1473,0.7024320457796852,2097,1699,0.810205054840248,2097,1549,0.7386742966142108,2097,1628,0.776347162613257,2097,1560,0.7439198855507868,2097,1227,0.5851216022889842,Annual,4302,66.500000,0.5738916256157636,0.4874476987447699,0.5306696621802667,No
103,Islington,London,E09000019,1579,1295,0.8201393286890437,1579,1457,0.9227359088030399,1579,1502,0.9512349588347055,1579,1463,0.9265357821405953,1579,1418,0.8980367321089296,1579,1253,0.7935402153261558,Annual,2188,64.700000,0.6946766388033436,0.7216636197440585,0.708170129273701,No
104,Kensington and Chelsea,London,E09000020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,1420,66.200000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
105,Kingston upon Thames,London,E09000021,1003,936,0.9332003988035892,1003,972,0.9690927218344965,1003,981,0.9780658025922233,1003,962,0.959122632103689,1003,944,0.9411764705882353,1003,869,0.8664007976071785,Annual,2018,71.500000,0.5366506153023007,0.49702675916749256,0.5168386872348967,No
106,Lambeth,London,E09000022,1917,1698,0.8857589984350548,1917,1836,0.9577464788732394,1917,1838,0.9587897756911842,1917,1763,0.9196661450182577,1917,1760,0.9181011997913406,1917,1595,0.8320292123109024,Annual,2931,67.200000,0.598875351452671,0.654042988741044,0.6264591700968576,No
107,Lewisham,London,E09000023,7089,6033,0.8510368176047397,7089,6919,0.9760191846522782,7089,6910,0.9747496120750458,7089,6830,0.9634645224996473,7089,6747,0.9517562420651714,7089,6032,0.8508957539850472,Annual,10679,69.600000,1.7691539805340655,0.6638262009551457,1.2164900907446055,Yes
108,Merton,London,E09000024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,-,69.000000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
109,Newham,London,E09000025,3369,2908,0.8631641436628079,3369,3309,0.9821905609973286,3369,3177,0.9430097951914514,3369,3286,0.9753636093796378,3369,3225,0.9572573463935886,3369,2766,0.8210151380231523,Annual,5240,68.700000,0.6899447061232848,0.64293893129771,0.6664418187104975,No
110,Redbridge,London,E09000026,491,381,0.7759674134419552,491,440,0.8961303462321792,491,418,0.8513238289205702,491,417,0.8492871690427699,491,411,0.8370672097759674,491,373,0.7596741344195519,Annual,4386,68.700000,0.11585653610193487,0.11194710442316462,0.11390182026254975,No
111,Richmond upon Thames,London,E09000027,1188,975,0.8207070707070707,1188,1163,0.9789562289562289,1188,1171,0.9856902356902357,1188,1154,0.9713804713804713,1188,1140,0.9595959595959596,1188,919,0.7735690235690236,Annual,2045,74.400000,0.5517882025081282,0.5809290953545232,0.5663586489313257,No
112,Southwark,London,E09000028,2043,1774,0.8683308859520313,2043,1932,0.9456681350954479,2043,1958,0.9583945178658835,2043,1871,0.9158100832109642,2043,1866,0.9133627019089574,2043,1662,0.8135095447870778,Annual,3200,68.300000,0.6003526300323244,0.6384375,0.6193950650161621,No
113,Sutton,London,E09000029,1491,1330,0.892018779342723,1491,1395,0.9356136820925554,1491,1417,0.9503688799463448,1491,1418,0.9510395707578806,1491,1399,0.9382964453386988,1491,1296,0.869215291750503,Annual,2462,70.200000,0.5928429423459245,0.6056051990251827,0.5992240706855536,No
114,Tower Hamlets,London,E09000030,2826,2477,0.8765038924274593,2826,2672,0.9455060155697098,2826,2454,0.8683651804670913,2826,2655,0.9394904458598726,2826,2554,0.9037508846426043,2826,2593,0.9175513092710545,Annual,3322,60.500000,0.7283505154639175,0.8506923540036123,0.7895214347337649,No
115,Waltham Forest,London,E09000031,2138,1577,0.7376052385406923,2138,1724,0.8063610851262862,2138,1700,0.7951356407857811,2138,1709,0.7993451824134705,2138,1709,0.7993451824134705,2138,1527,0.7142188961646398,Annual,4094,72.700000,0.5384034248300176,0.5222276502198339,0.5303155375249258,No
116,Wandsworth,London,E09000032,1655,1461,0.8827794561933535,1655,1620,0.9788519637462235,1655,1622,0.980060422960725,1655,1592,0.9619335347432024,1655,1585,0.9577039274924471,1655,1377,0.83202416918429,Annual,3678,71.800000,0.42964693665628245,0.4499728113104948,0.43980987398338867,No
117,Westminster,London,E09000033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annual,1958,65.900000,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
118,Bracknell Forest,South East,E06000036,1139,1044,0.9165935030728709,1139,1117,0.9806848112379281,1139,1118,0.9815627743634767,1139,1113,0.9771729587357331,1139,1102,0.9675153643546971,1139,1031,0.9051799824407375,Annual,1390,68.100000,0.8060863411181882,0.8194244604316546,0.8127554007749214,No
119,Brighton and Hove,South East,E06000043,1976,1764,0.8927125506072875,1976,1861,0.9418016194331984,1976,1855,0.9387651821862348,1976,1830,0.9261133603238867,1976,1828,0.9251012145748988,1976,1669,0.8446356275303644,Annual,2348,65.900000,0.850624192854068,0.8415672913117547,0.8460957420829114,No
120,Buckinghamshire,South East,E06000060,4470,4027,0.9008948545861297,4470,4344,0.9718120805369127,4470,4368,0.9771812080536912,4470,4330,0.9686800894854586,4470,4325,0.9675615212527964,4470,3918,0.876510067114094,Annual,5960,64.200000,0.7594291539245668,0.75,0.7547145769622834,No
121,East Sussex,South East,E10000011,4408,4062,0.9215063520871143,4408,4269,0.9684664246823956,4408,4318,0.9795825771324864,4408,4217,0.9566696914700544,4408,4172,0.9464609800362976,4408,3848,0.8729582577132486,Annual,5108,69.000000,0.9103676166873192,0.8629600626468285,0.8866638396670738,No
122,Hampshire,South East,E10000014,12154,10822,0.8904064505512589,12154,11437,0.9410070758597993,12154,11578,0.9526081948329768,12154,11318,0.9312160605561955,12154,10630,0.8746091821622511,12154,10230,0.8416982063518184,Annual,14055,70.700000,0.8776084915878403,0.8647456421202419,0.8711770668540411,No
123,Isle of Wight,South East,E06000046,929,828,0.891280947255113,929,879,0.946178686759957,929,902,0.9709364908503767,929,874,0.9407965554359526,929,857,0.922497308934338,929,774,0.8331539289558665,Annual,1084,63.200000,0.8822412155745489,0.8570110701107011,0.8696261428426251,No
